udi,product_id,product_variant,air_temperature_k,process_temperature_k,temp_difference_k,rotational_speed_rpm,torque_nm,power_kw,tool_wear_min,overstrain_index,machine_failure,operational_status,failure_type,twf,hdf,pwf,osf,rnf
209,L47388,Low Variant (L),298.40,308.60,10.20,1591,36.70,6.115,122,4477.40,0,Healthy,No Failure,0,0,0,0,0
210,L47389,Low Variant (L),298.40,308.60,10.20,1477,44.00,6.806,124,5456.00,0,Healthy,No Failure,0,0,0,0,0
211,L47390,Low Variant (L),298.40,308.70,10.30,1523,36.10,5.758,126,4548.60,0,Healthy,No Failure,0,0,0,0,0
212,L47391,Low Variant (L),298.50,308.70,10.20,1575,33.90,5.591,128,4339.20,0,Healthy,No Failure,0,0,0,0,0
213,H29626,High Variant (H),298.40,308.70,10.30,1344,52.90,7.445,130,6877.00,0,Healthy,No Failure,0,0,0,0,0
214,L47393,Low Variant (L),298.40,308.70,10.30,1386,44.90,6.517,135,6061.50,0,Healthy,No Failure,0,0,0,0,0
215,M15074,Medium Variant (M),298.30,308.60,10.30,1589,37.10,6.173,137,5082.70,0,Healthy,No Failure,0,0,0,0,0
216,L47395,Low Variant (L),298.30,308.60,10.30,1548,40.30,6.533,140,5642.00,0,Healthy,No Failure,0,0,0,0,0
217,L47396,Low Variant (L),298.30,308.60,10.30,1499,38.30,6.012,142,5438.60,0,Healthy,No Failure,0,0,0,0,0
218,L47397,Low Variant (L),298.30,308.50,10.20,1664,31.60,5.506,144,4550.40,0,Healthy,No Failure,0,0,0,0,0
219,L47398,Low Variant (L),298.30,308.60,10.30,1447,38.10,5.773,146,5562.60,0,Healthy,No Failure,0,0,0,0,0
220,M15079,Medium Variant (M),298.30,308.50,10.20,1434,46.20,6.938,148,6837.60,0,Healthy,No Failure,0,0,0,0,0
221,L47400,Low Variant (L),298.30,308.50,10.20,1416,52.70,7.815,151,7957.70,0,Healthy,No Failure,0,0,0,0,0
222,H29635,High Variant (H),298.40,308.50,10.10,1827,24.30,4.649,153,3717.90,0,Healthy,No Failure,0,0,0,0,0
223,L47402,Low Variant (L),298.40,308.60,10.20,1304,45.00,6.145,158,7110.00,0,Healthy,No Failure,0,0,0,0,0
224,L47403,Low Variant (L),298.40,308.60,10.20,1569,34.40,5.652,160,5504.00,0,Healthy,No Failure,0,0,0,0,0
225,L47404,Low Variant (L),298.30,308.60,10.30,1584,29.30,4.860,162,4746.60,0,Healthy,No Failure,0,0,0,0,0
226,L47405,Low Variant (L),298.30,308.50,10.20,1362,53.80,7.673,164,8823.20,0,Healthy,No Failure,0,0,0,0,0
227,L47406,Low Variant (L),298.30,308.40,10.10,1329,49.20,6.847,166,8167.20,0,Healthy,No Failure,0,0,0,0,0
228,L47407,Low Variant (L),298.30,308.50,10.20,1539,36.10,5.818,168,6064.80,0,Healthy,No Failure,0,0,0,0,0
229,M15088,Medium Variant (M),298.30,308.50,10.20,1629,37.10,6.329,170,6307.00,0,Healthy,No Failure,0,0,0,0,0
230,L47409,Low Variant (L),298.30,308.50,10.20,1538,32.20,5.186,173,5570.60,0,Healthy,No Failure,0,0,0,0,0
231,L47410,Low Variant (L),298.30,308.60,10.30,1570,34.80,5.721,175,6090.00,0,Healthy,No Failure,0,0,0,0,0
232,L47411,Low Variant (L),298.30,308.40,10.10,1408,43.10,6.355,177,7628.70,0,Healthy,No Failure,0,0,0,0,0
233,L47412,Low Variant (L),298.20,308.40,10.20,1424,47.60,7.098,179,8520.40,0,Healthy,No Failure,0,0,0,0,0
234,L47413,Low Variant (L),298.20,308.40,10.20,1512,34.90,5.526,181,6316.90,0,Healthy,No Failure,0,0,0,0,0
235,L47414,Low Variant (L),298.20,308.40,10.20,1478,42.90,6.640,183,7850.70,0,Healthy,No Failure,0,0,0,0,0
236,M15095,Medium Variant (M),298.10,308.30,10.20,1680,33.70,5.929,185,6234.50,0,Healthy,No Failure,0,0,0,0,0
237,L47416,Low Variant (L),298.10,308.30,10.20,1495,38.70,6.059,188,7275.60,0,Healthy,No Failure,0,0,0,0,0
238,M15097,Medium Variant (M),298.00,308.10,10.10,1552,36.60,5.948,190,6954.00,0,Healthy,No Failure,0,0,0,0,0
239,L47418,Low Variant (L),297.90,308.10,10.20,1393,50.30,7.337,193,9707.90,0,Healthy,No Failure,0,0,0,0,0
240,L47419,Low Variant (L),298.00,308.20,10.20,1611,30.60,5.162,195,5967.00,0,Healthy,No Failure,0,0,0,0,0
241,M15100,Medium Variant (M),298.00,308.10,10.10,1339,51.60,7.235,197,10165.20,0,Healthy,No Failure,0,0,0,0,0
242,L47421,Low Variant (L),298.00,308.10,10.10,1777,24.30,4.522,200,4860.00,0,Healthy,No Failure,0,0,0,0,0
243,L47422,Low Variant (L),298.00,308.20,10.20,1348,58.80,8.300,202,11877.60,1,Failed,Overstrain,0,0,0,1,0
244,L47423,Low Variant (L),298.00,308.20,10.20,1442,44.10,6.659,204,8996.40,0,Healthy,No Failure,0,0,0,0,0
245,M15104,Medium Variant (M),298.00,308.20,10.20,1395,49.10,7.173,206,10114.60,0,Healthy,No Failure,0,0,0,0,0
246,M15105,Medium Variant (M),297.90,308.10,10.20,1627,31.40,5.350,209,6562.60,0,Healthy,No Failure,0,0,0,0,0
247,L47426,Low Variant (L),297.90,308.10,10.20,1585,33.50,5.560,212,7102.00,0,Healthy,No Failure,0,0,0,0,0
248,L47427,Low Variant (L),298.00,308.20,10.20,1469,45.50,6.999,214,9737.00,0,Healthy,No Failure,0,0,0,0,0
249,L47428,Low Variant (L),298.00,308.30,10.30,1362,56.80,8.101,216,12268.80,1,Failed,Overstrain,0,0,0,1,0
250,L47429,Low Variant (L),298.00,308.30,10.30,1405,56.20,8.269,218,12251.60,1,Failed,Overstrain,0,0,0,1,0
251,L47430,Low Variant (L),298.00,308.30,10.30,1662,32.70,5.691,0,0.00,0,Healthy,No Failure,0,0,0,0,0
252,M15111,Medium Variant (M),298.00,308.20,10.20,1466,42.60,6.540,2,85.20,0,Healthy,No Failure,0,0,0,0,0
253,L47432,Low Variant (L),298.00,308.20,10.20,1620,35.80,6.073,5,179.00,0,Healthy,No Failure,0,0,0,0,0
254,L47433,Low Variant (L),298.00,308.20,10.20,1357,48.20,6.849,7,337.40,0,Healthy,No Failure,0,0,0,0,0
255,L47434,Low Variant (L),298.00,308.20,10.20,1514,37.90,6.009,9,341.10,0,Healthy,No Failure,0,0,0,0,0
256,L47435,Low Variant (L),298.00,308.20,10.20,1489,40.40,6.299,11,444.40,0,Healthy,No Failure,0,0,0,0,0
257,L47436,Low Variant (L),298.10,308.30,10.20,1331,63.00,8.781,13,819.00,0,Healthy,No Failure,0,0,0,0,0
258,L47437,Low Variant (L),298.00,308.00,10.00,1615,29.50,4.989,15,442.50,0,Healthy,No Failure,0,0,0,0,0
259,L47438,Low Variant (L),298.10,308.20,10.10,1482,37.90,5.882,17,644.30,0,Healthy,No Failure,0,0,0,0,0
260,M15119,Medium Variant (M),298.10,308.20,10.10,1420,63.90,9.502,19,1214.10,1,Failed,Power Failure,0,0,1,0,0
261,M15120,Medium Variant (M),298.20,308.30,10.10,1522,49.10,7.826,22,1080.20,0,Healthy,No Failure,0,0,0,0,0
262,L47441,Low Variant (L),298.10,308.20,10.10,1654,32.10,5.560,25,802.50,0,Healthy,No Failure,0,0,0,0,0
263,M15122,Medium Variant (M),298.10,308.20,10.10,1736,26.80,4.872,27,723.60,0,Healthy,No Failure,0,0,0,0,0
264,M15123,Medium Variant (M),298.00,308.10,10.10,1587,32.30,5.368,30,969.00,0,Healthy,No Failure,0,0,0,0,0
265,L47444,Low Variant (L),298.10,308.20,10.10,1390,47.50,6.914,33,1567.50,0,Healthy,No Failure,0,0,0,0,0
266,L47445,Low Variant (L),298.00,308.10,10.10,1454,37.10,5.649,35,1298.50,0,Healthy,No Failure,0,0,0,0,0
267,H29680,High Variant (H),298.00,308.10,10.10,1440,43.70,6.590,37,1616.90,0,Healthy,No Failure,0,0,0,0,0
268,L47447,Low Variant (L),297.90,308.00,10.10,1954,21.10,4.318,42,886.20,0,Healthy,No Failure,0,0,0,0,0
269,H29682,High Variant (H),297.90,308.00,10.10,1800,24.80,4.675,44,1091.20,0,Healthy,No Failure,0,0,0,0,0
270,L47449,Low Variant (L),298.00,308.00,10.00,1524,37.00,5.905,49,1813.00,0,Healthy,No Failure,0,0,0,0,0
271,H29684,High Variant (H),298.00,308.00,10.00,1520,39.60,6.303,51,2019.60,0,Healthy,No Failure,0,0,0,0,0
272,M15131,Medium Variant (M),298.10,308.10,10.00,1452,40.80,6.204,56,2284.80,0,Healthy,No Failure,0,0,0,0,0
273,L47452,Low Variant (L),298.10,308.10,10.00,1484,40.40,6.278,59,2383.60,0,Healthy,No Failure,0,0,0,0,0
274,L47453,Low Variant (L),298.10,308.00,9.90,1426,46.00,6.869,61,2806.00,0,Healthy,No Failure,0,0,0,0,0
275,L47454,Low Variant (L),298.10,308.00,9.90,1652,28.50,4.930,63,1795.50,0,Healthy,No Failure,0,0,0,0,0
276,L47455,Low Variant (L),298.00,308.00,10.00,1401,54.70,8.025,65,3555.50,0,Healthy,No Failure,0,0,0,0,0
277,M15136,Medium Variant (M),298.00,307.90,9.90,1750,26.60,4.875,67,1782.20,0,Healthy,No Failure,0,0,0,0,0
278,H29691,High Variant (H),298.00,308.00,10.00,1479,50.70,7.852,70,3549.00,0,Healthy,No Failure,0,0,0,0,0
279,M15138,Medium Variant (M),298.00,308.00,10.00,1620,29.40,4.988,75,2205.00,0,Healthy,No Failure,0,0,0,0,0
280,L47459,Low Variant (L),298.00,308.10,10.10,1819,23.40,4.457,78,1825.20,0,Healthy,No Failure,0,0,0,0,0
281,M15140,Medium Variant (M),298.10,308.10,10.00,1456,43.70,6.663,80,3496.00,0,Healthy,No Failure,0,0,0,0,0
282,L47461,Low Variant (L),298.10,308.00,9.90,1626,36.50,6.215,83,3029.50,0,Healthy,No Failure,0,0,0,0,0
283,M15142,Medium Variant (M),298.10,308.10,10.00,1390,49.80,7.249,85,4233.00,0,Healthy,No Failure,0,0,0,0,0
284,L47463,Low Variant (L),298.20,308.20,10.00,1469,43.00,6.615,88,3784.00,0,Healthy,No Failure,0,0,0,0,0
285,L47464,Low Variant (L),298.20,308.30,10.10,2051,19.20,4.124,90,1728.00,0,Healthy,No Failure,0,0,0,0,0
286,L47465,Low Variant (L),298.20,308.30,10.10,1568,36.00,5.911,92,3312.00,0,Healthy,No Failure,0,0,0,0,0
287,L47466,Low Variant (L),298.20,308.30,10.10,1589,33.20,5.524,94,3120.80,0,Healthy,No Failure,0,0,0,0,0
288,L47467,Low Variant (L),298.20,308.30,10.10,1805,31.60,5.973,96,3033.60,0,Healthy,No Failure,0,0,0,0,0
289,H29702,High Variant (H),298.20,308.40,10.20,1385,42.20,6.121,98,4135.60,0,Healthy,No Failure,0,0,0,0,0
290,L47469,Low Variant (L),298.10,308.40,10.30,1436,46.70,7.023,103,4810.10,0,Healthy,No Failure,0,0,0,0,0
291,L47470,Low Variant (L),298.10,308.40,10.30,1438,45.60,6.867,105,4788.00,0,Healthy,No Failure,0,0,0,0,0
292,L47471,Low Variant (L),298.00,308.30,10.30,1473,42.60,6.571,107,4558.20,0,Healthy,No Failure,0,0,0,0,0
293,L47472,Low Variant (L),298.10,308.40,10.30,1335,40.20,5.620,109,4381.80,0,Healthy,No Failure,0,0,0,0,0
294,H29707,High Variant (H),298.10,308.50,10.40,1392,44.80,6.530,111,4972.80,0,Healthy,No Failure,0,0,0,0,0
295,M15154,Medium Variant (M),298.10,308.50,10.40,1372,51.10,7.342,116,5927.60,0,Healthy,No Failure,0,0,0,0,0
296,M15155,Medium Variant (M),298.10,308.60,10.50,1716,30.70,5.517,119,3653.30,0,Healthy,No Failure,0,0,0,0,0
297,L47476,Low Variant (L),298.00,308.50,10.50,1395,46.20,6.749,122,5636.40,0,Healthy,No Failure,0,0,0,0,0
298,L47477,Low Variant (L),298.00,308.50,10.50,1713,25.30,4.538,124,3137.20,0,Healthy,No Failure,0,0,0,0,0
299,H29712,High Variant (H),297.90,308.50,10.60,2129,18.70,4.169,126,2356.20,0,Healthy,No Failure,0,0,0,0,0
300,M15159,Medium Variant (M),297.80,308.30,10.50,1567,35.60,5.842,131,4663.60,0,Healthy,No Failure,0,0,0,0,0
301,L47480,Low Variant (L),297.80,308.40,10.60,1622,38.30,6.505,134,5132.20,0,Healthy,No Failure,0,0,0,0,0
302,L47481,Low Variant (L),297.70,308.40,10.70,1740,27.10,4.938,136,3685.60,0,Healthy,No Failure,0,0,0,0,0
303,H29716,High Variant (H),297.80,308.40,10.60,1512,35.10,5.558,138,4843.80,0,Healthy,No Failure,0,0,0,0,0
304,M15163,Medium Variant (M),297.80,308.40,10.60,1479,43.50,6.737,143,6220.50,0,Healthy,No Failure,0,0,0,0,0
305,L47484,Low Variant (L),297.80,308.40,10.60,1737,27.50,5.002,146,4015.00,0,Healthy,No Failure,0,0,0,0,0
306,L47485,Low Variant (L),297.80,308.40,10.60,2129,19.20,4.281,148,2841.60,0,Healthy,No Failure,0,0,0,0,0
307,L47486,Low Variant (L),297.80,308.40,10.60,1374,47.10,6.777,150,7065.00,0,Healthy,No Failure,0,0,0,0,0
308,M15167,Medium Variant (M),297.80,308.40,10.60,1579,36.60,6.052,152,5563.20,0,Healthy,No Failure,0,0,0,0,0
309,L47488,Low Variant (L),297.90,308.50,10.60,1305,47.20,6.450,155,7316.00,0,Healthy,No Failure,0,0,0,0,0
310,M15169,Medium Variant (M),297.90,308.50,10.60,1449,40.80,6.191,157,6405.60,0,Healthy,No Failure,0,0,0,0,0
311,H29724,High Variant (H),298.00,308.60,10.60,1526,41.80,6.680,160,6688.00,0,Healthy,No Failure,0,0,0,0,0
312,M15171,Medium Variant (M),298.00,308.60,10.60,1453,44.10,6.710,165,7276.50,0,Healthy,No Failure,0,0,0,0,0
313,L47492,Low Variant (L),297.90,308.60,10.70,1468,36.00,5.534,168,6048.00,0,Healthy,No Failure,0,0,0,0,0
314,L47493,Low Variant (L),298.00,308.60,10.60,1313,50.80,6.985,170,8636.00,0,Healthy,No Failure,0,0,0,0,0
315,M15174,Medium Variant (M),297.90,308.50,10.60,1300,53.00,7.215,172,9116.00,0,Healthy,No Failure,0,0,0,0,0
316,L47495,Low Variant (L),297.90,308.40,10.50,1646,40.60,6.998,175,7105.00,0,Healthy,No Failure,0,0,0,0,0
317,L47496,Low Variant (L),297.80,308.40,10.60,1714,33.20,5.959,177,5876.40,0,Healthy,No Failure,0,0,0,0,0
318,L47497,Low Variant (L),297.80,308.40,10.60,1685,28.40,5.011,179,5083.60,0,Healthy,No Failure,0,0,0,0,0
319,L47498,Low Variant (L),297.80,308.40,10.60,1512,39.90,6.318,181,7221.90,0,Healthy,No Failure,0,0,0,0,0
320,L47499,Low Variant (L),297.80,308.40,10.60,1612,32.10,5.419,183,5874.30,0,Healthy,No Failure,0,0,0,0,0
321,H29734,High Variant (H),297.80,308.40,10.60,1550,38.20,6.200,185,7067.00,0,Healthy,No Failure,0,0,0,0,0
322,L47501,Low Variant (L),297.80,308.40,10.60,1518,32.50,5.166,190,6175.00,0,Healthy,No Failure,0,0,0,0,0
323,L47502,Low Variant (L),297.80,308.50,10.70,1448,40.00,6.065,192,7680.00,0,Healthy,No Failure,0,0,0,0,0
324,L47503,Low Variant (L),297.80,308.50,10.70,1561,46.30,7.569,194,8982.20,0,Healthy,No Failure,0,0,0,0,0
325,M15184,Medium Variant (M),297.80,308.50,10.70,1488,41.90,6.529,196,8212.40,0,Healthy,No Failure,0,0,0,0,0
326,L47505,Low Variant (L),297.80,308.50,10.70,1699,27.80,4.946,199,5532.20,0,Healthy,No Failure,0,0,0,0,0
327,L47506,Low Variant (L),297.70,308.50,10.80,1501,41.40,6.507,201,8321.40,0,Healthy,No Failure,0,0,0,0,0
328,L47507,Low Variant (L),297.70,308.50,10.80,1373,56.70,8.152,203,11510.10,1,Failed,Overstrain,0,0,0,1,0
329,H29742,High Variant (H),297.60,308.40,10.80,1703,31.40,5.600,205,6437.00,0,Healthy,No Failure,0,0,0,0,0
330,H29743,High Variant (H),297.70,308.50,10.80,1720,29.90,5.386,210,6279.00,0,Healthy,No Failure,0,0,0,0,0
331,M15190,Medium Variant (M),297.60,308.40,10.80,1398,41.90,6.134,215,9008.50,0,Healthy,No Failure,0,0,0,0,0
332,M15191,Medium Variant (M),297.60,308.40,10.80,1391,51.90,7.560,218,11314.20,0,Healthy,No Failure,0,0,0,0,0
333,M15192,Medium Variant (M),297.60,308.30,10.70,1538,40.20,6.475,0,0.00,0,Healthy,No Failure,0,0,0,0,0
334,L47513,Low Variant (L),297.50,308.20,10.70,1647,31.30,5.398,3,93.90,0,Healthy,No Failure,0,0,0,0,0
335,M15194,Medium Variant (M),297.50,308.10,10.60,1469,44.80,6.892,5,224.00,0,Healthy,No Failure,0,0,0,0,0
336,L47515,Low Variant (L),297.40,308.10,10.70,1749,25.90,4.744,8,207.20,0,Healthy,No Failure,0,0,0,0,0
337,M15196,Medium Variant (M),297.60,308.20,10.60,1995,20.50,4.283,10,205.00,0,Healthy,No Failure,0,0,0,0,0
338,L47517,Low Variant (L),297.60,308.30,10.70,1742,27.70,5.053,13,360.10,0,Healthy,No Failure,0,0,0,0,0
339,L47518,Low Variant (L),297.50,308.20,10.70,1563,38.20,6.252,15,573.00,0,Healthy,No Failure,0,0,0,0,0
340,M15199,Medium Variant (M),297.50,308.20,10.70,1713,32.20,5.776,17,547.40,0,Healthy,No Failure,0,0,0,0,0
341,L47520,Low Variant (L),297.40,308.10,10.70,1474,39.40,6.082,20,788.00,0,Healthy,No Failure,0,0,0,0,0
342,M15201,Medium Variant (M),297.40,308.20,10.80,1530,32.60,5.223,22,717.20,0,Healthy,No Failure,0,0,0,0,0
343,L47522,Low Variant (L),297.40,308.20,10.80,1471,46.50,7.163,25,1162.50,0,Healthy,No Failure,0,0,0,0,0
344,L47523,Low Variant (L),297.50,308.30,10.80,1388,48.60,7.064,27,1312.20,0,Healthy,No Failure,0,0,0,0,0
345,M15204,Medium Variant (M),297.50,308.20,10.70,2448,13.80,3.538,29,400.20,0,Healthy,No Failure,0,0,0,0,0
346,L47525,Low Variant (L),297.50,308.30,10.80,1585,32.90,5.461,32,1052.80,0,Healthy,No Failure,0,0,0,0,0
347,M15206,Medium Variant (M),297.50,308.30,10.80,1459,45.20,6.906,34,1536.80,0,Healthy,No Failure,0,0,0,0,0
348,L47527,Low Variant (L),297.50,308.30,10.80,1544,40.80,6.597,37,1509.60,0,Healthy,No Failure,0,0,0,0,0
349,L47528,Low Variant (L),297.60,308.30,10.70,1617,31.70,5.368,39,1236.30,0,Healthy,No Failure,0,0,0,0,0
350,L47529,Low Variant (L),297.60,308.30,10.70,1595,34.30,5.729,41,1406.30,0,Healthy,No Failure,0,0,0,0,0
351,H29764,High Variant (H),297.60,308.30,10.70,1400,44.30,6.495,43,1904.90,0,Healthy,No Failure,0,0,0,0,0
352,M15211,Medium Variant (M),297.60,308.40,10.80,1611,31.00,5.230,48,1488.00,0,Healthy,No Failure,0,0,0,0,0
353,M15212,Medium Variant (M),297.60,308.40,10.80,1507,46.00,7.259,51,2346.00,0,Healthy,No Failure,0,0,0,0,0
354,H29767,High Variant (H),297.50,308.30,10.80,1674,30.00,5.259,54,1620.00,0,Healthy,No Failure,0,0,0,0,0
355,L47534,Low Variant (L),297.60,308.30,10.70,1658,34.30,5.955,59,2023.70,0,Healthy,No Failure,0,0,0,0,0
356,L47535,Low Variant (L),297.60,308.30,10.70,1623,36.90,6.272,61,2250.90,0,Healthy,No Failure,0,0,0,0,0
357,M15216,Medium Variant (M),297.60,308.40,10.80,1398,48.90,7.159,63,3080.70,0,Healthy,No Failure,0,0,0,0,0
358,L47537,Low Variant (L),297.60,308.40,10.80,1517,34.20,5.433,66,2257.20,0,Healthy,No Failure,0,0,0,0,0
359,M15218,Medium Variant (M),297.60,308.30,10.70,1467,36.70,5.638,68,2495.60,0,Healthy,No Failure,0,0,0,0,0
360,M15219,Medium Variant (M),297.60,308.30,10.70,1567,34.60,5.678,71,2456.60,0,Healthy,No Failure,0,0,0,0,0
361,M15220,Medium Variant (M),297.50,308.30,10.80,1521,38.20,6.084,74,2826.80,0,Healthy,No Failure,0,0,0,0,0
362,L47541,Low Variant (L),297.50,308.30,10.80,1596,36.80,6.150,77,2833.60,0,Healthy,No Failure,0,0,0,0,0
363,H29776,High Variant (H),297.60,308.30,10.70,1640,30.90,5.307,79,2441.10,0,Healthy,No Failure,0,0,0,0,0
364,L47543,Low Variant (L),297.60,308.30,10.70,1438,47.80,7.198,84,4015.20,0,Healthy,No Failure,0,0,0,0,0
365,L47544,Low Variant (L),297.60,308.40,10.80,1407,55.20,8.133,86,4747.20,0,Healthy,No Failure,0,0,0,0,0
366,L47545,Low Variant (L),297.60,308.40,10.80,1353,57.50,8.147,88,5060.00,0,Healthy,No Failure,0,0,0,0,0
367,M15226,Medium Variant (M),297.60,308.50,10.90,1552,40.90,6.647,90,3681.00,0,Healthy,No Failure,0,0,0,0,0
368,M15227,Medium Variant (M),297.60,308.40,10.80,1569,38.30,6.293,93,3561.90,0,Healthy,No Failure,0,0,0,0,0
369,L47548,Low Variant (L),297.50,308.40,10.90,1489,39.50,6.159,96,3792.00,0,Healthy,No Failure,0,0,0,0,0
370,H29783,High Variant (H),297.50,308.40,10.90,1587,36.10,5.999,98,3537.80,0,Healthy,No Failure,0,0,0,0,0
371,M15230,Medium Variant (M),297.50,308.30,10.80,1622,37.20,6.319,103,3831.60,0,Healthy,No Failure,0,0,0,0,0
372,L47551,Low Variant (L),297.50,308.40,10.90,1604,38.10,6.400,106,4038.60,0,Healthy,No Failure,0,0,0,0,0
373,M15232,Medium Variant (M),297.40,308.30,10.90,1405,51.70,7.607,108,5583.60,0,Healthy,No Failure,0,0,0,0,0
374,L47553,Low Variant (L),297.40,308.30,10.90,1412,42.00,6.210,111,4662.00,0,Healthy,No Failure,0,0,0,0,0
375,L47554,Low Variant (L),297.40,308.30,10.90,1431,43.00,6.444,113,4859.00,0,Healthy,No Failure,0,0,0,0,0
376,L47555,Low Variant (L),297.40,308.20,10.80,1533,37.40,6.004,115,4301.00,0,Healthy,No Failure,0,0,0,0,0
377,M15236,Medium Variant (M),297.40,308.20,10.80,1401,51.90,7.614,117,6072.30,0,Healthy,No Failure,0,0,0,0,0
378,M15237,Medium Variant (M),297.40,308.20,10.80,1424,53.90,8.038,120,6468.00,0,Healthy,No Failure,0,0,0,0,0
379,L47558,Low Variant (L),297.30,308.20,10.90,1754,29.40,5.400,123,3616.20,0,Healthy,No Failure,0,0,0,0,0
380,L47559,Low Variant (L),297.30,308.20,10.90,1754,26.80,4.923,125,3350.00,0,Healthy,No Failure,0,0,0,0,0
381,L47560,Low Variant (L),297.50,308.30,10.80,2564,12.80,3.437,127,1625.60,1,Failed,Power Failure,0,0,1,0,0
382,L47561,Low Variant (L),297.50,308.50,11.00,1546,40.40,6.541,129,5211.60,0,Healthy,No Failure,0,0,0,0,0
383,L47562,Low Variant (L),297.50,308.50,11.00,1335,48.00,6.710,131,6288.00,0,Healthy,No Failure,0,0,0,0,0
384,M15243,Medium Variant (M),297.50,308.60,11.10,1842,27.00,5.208,133,3591.00,0,Healthy,No Failure,0,0,0,0,0
385,L47564,Low Variant (L),297.50,308.50,11.00,1712,26.80,4.805,136,3644.80,0,Healthy,No Failure,0,0,0,0,0
386,M15245,Medium Variant (M),297.60,308.60,11.00,1414,45.40,6.723,138,6265.20,0,Healthy,No Failure,0,0,0,0,0
387,L47566,Low Variant (L),297.60,308.70,11.10,1319,50.90,7.031,141,7176.90,0,Healthy,No Failure,0,0,0,0,0
388,L47567,Low Variant (L),297.70,308.70,11.00,1249,60.40,7.900,143,8637.20,0,Healthy,No Failure,0,0,0,0,0
389,L47568,Low Variant (L),297.60,308.70,11.10,1455,48.20,7.344,145,6989.00,0,Healthy,No Failure,0,0,0,0,0
390,M15249,Medium Variant (M),297.60,308.70,11.10,1408,54.80,8.080,147,8055.60,0,Healthy,No Failure,0,0,0,0,0
391,L47570,Low Variant (L),297.60,308.70,11.10,1460,46.70,7.140,150,7005.00,0,Healthy,No Failure,0,0,0,0,0
392,L47571,Low Variant (L),297.60,308.60,11.00,1491,38.10,5.949,152,5791.20,0,Healthy,No Failure,0,0,0,0,0
393,M15252,Medium Variant (M),297.60,308.50,10.90,1490,43.40,6.772,154,6683.60,0,Healthy,No Failure,0,0,0,0,0
394,M15253,Medium Variant (M),297.50,308.40,10.90,1350,52.20,7.380,157,8195.40,0,Healthy,No Failure,0,0,0,0,0
395,L47574,Low Variant (L),297.50,308.40,10.90,1528,39.90,6.384,160,6384.00,0,Healthy,No Failure,0,0,0,0,0
396,L47575,Low Variant (L),297.40,308.30,10.90,1571,37.70,6.202,162,6107.40,0,Healthy,No Failure,0,0,0,0,0
397,L47576,Low Variant (L),297.40,308.30,10.90,1490,42.60,6.647,164,6986.40,0,Healthy,No Failure,0,0,0,0,0
398,M15257,Medium Variant (M),297.40,308.30,10.90,1774,28.90,5.369,166,4797.40,0,Healthy,No Failure,0,0,0,0,0
399,H29812,High Variant (H),297.40,308.30,10.90,1502,43.60,6.858,169,7368.40,0,Healthy,No Failure,0,0,0,0,0
400,L47579,Low Variant (L),297.40,308.40,11.00,1392,49.70,7.245,174,8647.80,0,Healthy,No Failure,0,0,0,0,0
401,L47580,Low Variant (L),297.40,308.50,11.10,2100,16.90,3.717,176,2974.40,0,Healthy,No Failure,0,0,0,0,0
402,L47581,Low Variant (L),297.50,308.50,11.00,1722,30.40,5.482,178,5411.20,0,Healthy,No Failure,0,0,0,0,0
403,L47582,Low Variant (L),297.40,308.60,11.20,1678,32.30,5.676,180,5814.00,0,Healthy,No Failure,0,0,0,0,0
404,L47583,Low Variant (L),297.30,308.60,11.30,1273,59.80,7.972,182,10883.60,0,Healthy,No Failure,0,0,0,0,0
405,L47584,Low Variant (L),297.30,308.60,11.30,1297,45.90,6.234,184,8445.60,0,Healthy,No Failure,0,0,0,0,0
406,L47585,Low Variant (L),297.30,308.50,11.20,1350,57.60,8.143,186,10713.60,0,Healthy,No Failure,0,0,0,0,0
407,L47586,Low Variant (L),297.40,308.60,11.20,1439,51.90,7.821,188,9757.20,0,Healthy,No Failure,0,0,0,0,0
408,M15267,Medium Variant (M),297.40,308.50,11.10,1600,42.10,7.054,190,7999.00,0,Healthy,No Failure,0,0,0,0,0
409,M15268,Medium Variant (M),297.40,308.60,11.20,1434,44.40,6.667,193,8569.20,0,Healthy,No Failure,0,0,0,0,0
410,L47589,Low Variant (L),297.40,308.60,11.20,1459,41.30,6.310,196,8094.80,0,Healthy,No Failure,0,0,0,0,0
411,M15270,Medium Variant (M),297.50,308.60,11.10,1472,44.90,6.921,198,8890.20,0,Healthy,No Failure,0,0,0,0,0
412,L47591,Low Variant (L),297.50,308.70,11.20,1429,44.30,6.629,201,8904.30,0,Healthy,No Failure,0,0,0,0,0
413,L47592,Low Variant (L),297.50,308.60,11.10,1388,48.20,7.006,203,9784.60,0,Healthy,No Failure,0,0,0,0,0
414,L47593,Low Variant (L),297.40,308.40,11.00,1573,34.50,5.683,205,7072.50,0,Healthy,No Failure,0,0,0,0,0
415,L47594,Low Variant (L),297.40,308.40,11.00,1588,32.50,5.405,207,6727.50,0,Healthy,No Failure,0,0,0,0,0
